PriceKey,ProductKey,PV1,PV2,PV3,PV4,PV5
1230,10394391,2.87,2.87,2.87,2.87,2.87
1231,10394405,3.59,3.59,3.59,3.59,3.59
1232,10394713,17.9,17.9,17.9,17.9,17.9
1233,10394720,17.9,17.9,17.9,17.9,17.9
1234,10403582,36.5,36.5,36.5,36.5,36.5
1235,10403680,5.94,5.94,5.94,5.94,5.94
1236,10403862,99,99,99,99,99
1237,10404443,24.9,24.9,24.9,24.9,24.9
1238,10404793,1.94,1.94,1.94,1.94,1.94
1239,10404800,2.2,2.2,2.2,2.2,2.2
1240,10405003,54.9,54.9,54.9,54.9,54.9
1241,10405010,13.99,13.99,13.99,13.99,13.99
1242,10405052,19.69,19.69,19.69,19.69,19.69
1243,10405115,21.49,21.49,21.49,21.49,21.49
1244,10405164,32,32,32,32,32
1245,10405283,88.98,88.98,88.98,88.98,88.98
1246,10405626,43,43,43,43,43
1247,10405675,27,27,27,27,27
1248,10405864,169,169,169,169,169
1249,10406403,19.88,19.88,19.88,19.88,19.88
1250,10407264,4889,4889,4889,4889,4889
1251,10407292,205,205,205,205,205
1252,10407306,112,112,112,112,112
1253,10407313,144,144,144,144,144
1254,10407544,117,117,117,117,117
1255,10407551,128.9,128.9,128.9,128.9,132
1256,10408510,5.29,5.29,5.29,5.29,5.29
1257,10408643,5.29,5.29,5.29,5.29,5.29
1258,10408741,5.29,5.29,5.29,5.29,5.29
1259,10410995,9.49,9.49,9.49,9.49,9.49
1260,10413550,21.5,21.5,21.5,21.5,21.5
1261,10414215,23.72,23.72,23.72,23.72,23.72
1262,10414222,43.8,43.8,43.8,43.8,43.8
1263,10414236,7.49,7.49,7.49,7.49,7.49
1264,10414355,29.5,29.5,29.5,29.5,29.5
1265,10414523,24.99,24.99,24.99,24.99,19.83
1266,10414614,26.5,26.5,26.5,26.5,26.5
1267,10415776,14.9,14.9,14.9,14.9,14.9
1268,10416966,11.8,11.8,11.8,11.8,11.8
1269,10416973,18,18,18,18,18
1270,10416980,25.8,25.8,25.8,25.8,25.8
1271,10416994,13.4,13.4,13.4,13.4,13.4
1272,10418926,14.72,14.72,14.72,14.72,18.9
1273,10419402,22.9,22.9,22.9,22.9,22.9
1274,10419584,42.9,42.9,42.9,42.9,42.9
1275,10420123,33.9,33.9,33.9,33.9,33.9
1276,10422076,33.5,33.5,33.5,33.5,33.5
1277,10422293,29.8,29.8,29.8,29.8,29.8
1278,10423266,370.98,370.98,370.98,370.98,370.98
1279,10423294,218,218,218,218,218
1280,10423343,449,449,449,449,449
1281,10423350,468,468,468,468,468
1282,10423434,198.99,198.99,198.99,198.99,198.99
1283,10423455,562.98,562.98,562.98,562.98,562.98
1284,10424624,64.2,64.2,64.2,64.2,64.2
1285,10424652,22.8,22.8,22.8,22.8,22.8
1286,10428061,79,79,79,79,79
1287,10428390,47,47,47,47,46.8
1288,10428544,89.9,89.9,89.9,89.9,89.9
1289,10429412,18.9,18.9,18.9,18.9,18.9
1290,10429454,18.5,18.5,18.5,18.5,18.5
1291,10429510,17.9,17.9,17.9,17.9,17.9
1292,10429643,25.9,25.9,25.9,25.9,25.9
1293,10429706,33,33,33,33,33
1294,10434060,31.9,31.9,31.9,31.9,31.9
1295,10434081,31.9,31.9,31.9,31.9,31.9
1296,10434116,27.9,27.9,27.9,27.9,27.9
1297,10434361,48.9,48.9,48.9,48.9,48.9
1298,10434375,75.8,75.8,75.8,75.8,75.8
1299,10434396,56.9,56.9,56.9,56.9,56.9
1300,10434424,63.9,63.9,63.9,63.9,63.9
1301,10442964,97.9,97.9,97.9,97.9,97.9
1302,10443111,358,358,358,358,358
1303,10443405,16.4,16.4,16.4,16.4,16.4
1304,10443412,22.4,22.4,22.4,22.4,22.4
1305,10443433,16.4,16.4,16.4,16.4,16.4
1306,10443440,22.4,22.4,22.4,22.4,22.4
1307,10446835,47.8,47.8,47.8,47.8,47.8
1308,10446842,59.9,59.9,59.9,59.9,59.9
1309,10446856,57.4,57.4,57.4,57.4,57.4
1310,10447745,59,59,59,59,59
1311,10447836,22.9,22.9,22.9,22.9,22.9
1312,10447843,28.9,28.9,28.9,28.9,28.9
1313,10447871,24.5,24.5,24.5,24.5,24.5
1314,10447885,23.9,23.9,23.9,23.9,23.9
1315,10447962,5.99,5.99,5.99,5.99,5.99
1316,10448151,31.5,31.5,31.5,31.5,31.5
1317,10448480,7.49,7.49,7.49,7.49,7.49
1318,10448501,3.13,3.13,3.13,3.13,3.13
1319,10448515,6.11,6.11,6.11,6.11,6.11
1320,10448522,7.25,7.25,7.25,7.25,7.25
1321,10448536,7.99,7.99,7.99,7.99,7.99
1322,10448543,8.49,8.49,8.49,8.49,8.49
1323,10448592,8.92,8.92,8.92,8.92,8.92
1324,10448606,8.99,8.99,8.99,8.99,8.99
1325,10448613,9.99,9.99,9.99,9.99,9.99
1326,10448634,10.9,10.9,10.9,10.9,10.9
1327,10448641,10.9,10.9,10.9,10.9,10.9
1328,10448655,10.9,10.9,10.9,10.9,10.9
1329,10448662,14.99,14.99,14.99,14.99,14.99
1330,10448683,9.99,9.99,9.99,9.99,9.99
1331,10448690,12.18,12.18,12.18,12.18,12.18
1332,10448704,14.49,14.49,14.49,14.49,14.49
1333,10448711,14.9,14.9,14.9,14.9,14.9
1334,10448725,12.15,12.15,12.15,12.15,12.15
1335,10448732,18.44,18.44,18.44,18.44,18.44
1336,10448760,13.3,13.3,13.3,13.3,13.3
1337,10448781,16.49,16.49,16.49,16.49,16.49
1338,10448795,16.2,16.2,16.2,16.2,16.2
1339,10448816,19.9,19.9,19.9,19.9,19.9
1340,10448830,20.9,20.9,20.9,20.9,20.9
1341,10448844,23.2,23.2,23.2,23.2,23.2
1342,10448851,31.1,31.1,31.1,31.1,31.1
1343,10448872,19.9,19.9,19.9,19.9,19.9
1344,10448893,24.9,24.9,24.9,24.9,24.9
1345,10448900,23.49,23.49,23.49,23.49,23.49
1346,10448921,41.19,41.19,41.19,41.19,41.19
1347,10448970,19.9,19.9,19.9,19.9,19.9
1348,10448984,19.9,19.9,19.9,19.9,19.9
1349,10448991,2.56,2.56,2.56,2.56,2.56
1350,10449005,2.77,2.77,2.77,2.77,2.77
1351,10449012,3.49,3.49,3.49,3.49,3.49
1352,10449026,5.77,5.77,5.77,5.77,5.77
1353,10450790,39.53,39.53,39.53,39.53,39.53
1354,10450811,8.5,8.5,8.5,8.5,8.5
1355,10450825,15.9,15.9,15.9,15.9,15.9
1356,10451014,101,101,101,101,101
1357,10451035,187,187,187,187,187
1358,10453674,1395,1395,1395,1395,1395
1359,10455760,1448,1448,1448,1448,1448
1360,10455774,1448,1448,1448,1448,1448
1361,10456376,2374,2374,2374,2374,2374
1362,10456383,2374,2374,2374,2374,2374
1363,10456712,12.4,12.4,12.4,12.4,12.4
1364,10456754,37.8,37.8,37.8,37.8,37.8
1365,10456775,48.9,48.9,48.9,48.9,48.9
1366,10456782,48.9,48.9,48.9,48.9,48.9
1367,10456901,73.9,73.9,73.9,73.9,83
1368,10456943,106,106,106,106,106
1369,10457041,210.9,210.9,210.9,210.9,210.9
1370,10457181,12.3,12.3,12.3,12.3,12.3
1371,10462704,145,145,145,145,145
1372,10463523,329,329,329,329,329
1373,10464762,9.49,9.49,9.49,9.49,9.49
1374,10464902,6.5,6.5,6.5,6.5,6.5
1375,10465280,11.9,11.9,11.9,11.9,11.9
1376,10466561,15.5,15.5,15.5,15.5,15.5
1377,10466575,15.5,15.5,15.5,15.5,15.5
1378,10466603,15.5,15.5,15.5,15.5,15.5
1379,10466911,0.98,0.98,0.98,0.98,0.98
1380,10469053,26.5,26.5,26.5,26.5,26.5
1381,10469060,28.9,28.9,28.9,28.9,28.9
1382,10469081,31.8,31.8,31.8,31.8,31.8
1383,10469095,33.5,33.5,33.5,33.5,33.5
1384,10469116,25.9,25.9,25.9,25.9,25.9
1385,10469123,25.9,25.9,25.9,25.9,25.9
1386,10470026,36.9,36.9,36.9,36.9,36.9
1387,10470124,25.5,25.5,25.5,25.5,25.5
1388,10475283,20.9,20.9,20.9,20.9,20.9
1389,10475290,21.9,21.9,21.9,21.9,21.9
1390,10475304,36.9,36.9,36.9,36.9,36.9
1391,10475311,38.9,38.9,38.9,38.9,38.9
1392,10475325,69.9,69.9,69.9,69.9,69.9
1393,10475332,33.9,33.9,33.9,33.9,33.9
1394,10475346,35.9,35.9,35.9,35.9,35.9
1395,10475353,63.9,63.9,63.9,63.9,63.9
1396,10475360,62.9,62.9,62.9,62.9,62.9
1397,10475402,18.9,18.9,18.9,18.9,18.9
1398,10475423,11.29,11.29,11.29,11.29,11.29
1399,10475430,16,16,16,16,16
1400,10475444,30.9,30.9,30.9,30.9,30.9
1401,10475451,10.5,10.5,10.5,10.5,10.5
1402,10475500,8.29,8.29,8.29,8.29,8.29
1403,10475521,2.3,2.3,2.3,2.3,2.3
1404,10475535,3.15,3.15,3.15,3.15,3.15
1405,10475542,3.5,3.5,3.5,3.5,3.5
1406,10475556,4.19,4.19,4.19,4.19,4.19
1407,10475570,99.9,99.9,99.9,99.9,99.9
1408,10475584,15.9,15.9,15.9,15.9,15.9
1409,10475591,45.9,45.9,45.9,45.9,45.9
1410,10475605,74.9,74.9,74.9,74.9,74.9
1411,10475640,2.49,2.49,2.49,2.49,2.49
1412,10475654,2.49,2.49,2.49,2.49,2.49
1413,10475675,14.5,14.5,14.5,14.5,14.5
1414,10475703,36.9,36.9,36.9,36.9,36.9
1415,10475710,22.9,22.9,22.9,22.9,22.9
1416,10475724,29.9,29.9,29.9,29.9,29.9
1417,10475745,23.9,23.9,23.9,23.9,23.9
1418,10475766,21.9,21.9,21.9,21.9,21.9
1419,10475794,17.5,17.5,17.5,17.5,17.5
1420,10475815,25.5,25.5,25.5,25.5,25.5
1421,10475836,6.29,6.29,6.29,6.29,6.29
1422,10475843,1.1,1.1,1.1,1.1,1.1
1423,10475850,1.75,1.75,1.75,1.75,1.75
1424,10475871,1.49,1.49,1.49,1.49,1.49
1425,10475885,3.09,3.09,3.09,3.09,3.09
1426,10475892,2.79,2.79,2.79,2.79,2.79
1427,10475920,16.19,16.19,16.19,16.19,16.19
1428,10475941,2.79,2.79,2.79,2.79,2.79
1429,10475955,3.55,3.55,3.55,3.55,3.55
1430,10480204,7.14,7.14,7.14,7.14,7.14
1431,10480995,7.8,7.8,7.8,7.8,7.8
1432,10481030,13.6,13.6,13.6,13.6,13.6
1433,10481695,5.59,5.59,5.59,5.59,5.59
1434,10481730,10.9,10.9,10.9,10.9,10.9
1435,10482276,17.9,17.9,17.9,17.9,17.9
1436,10482283,17.9,17.9,17.9,17.9,17.9
1437,10484040,204,204,204,204,183
1438,10484054,193,193,193,193,174
1439,10485566,6.2,6.2,6.2,6.2,6.2
1440,10485825,4.1,4.1,4.1,4.1,4.1
1441,10485860,5.5,5.5,5.5,5.5,5.5
1442,10486063,10.6,10.6,10.6,10.6,10.6
1443,10486070,12.5,12.5,12.5,12.5,12.5
1444,10486105,28.9,28.9,28.9,28.9,28.9
1445,10486112,9.6,9.6,9.6,9.6,9.6
1446,10486182,3.9,3.9,3.9,3.9,3.9
1447,10486196,4.65,4.65,4.65,4.65,4.65
1448,10486385,3.75,3.75,3.75,3.75,3.75
1449,10486973,33.98,33.98,33.98,33.98,33.98
1450,10488520,209,209,209,209,209
1451,10488604,45,45,45,45,45
1452,10488625,47,47,47,47,47
1453,10489486,9.8,9.8,9.8,9.8,9.8
1454,10489493,9.8,9.8,9.8,9.8,9.8
1455,10489500,9.8,9.8,9.8,9.8,9.8
1456,10489514,9.8,9.8,9.8,9.8,9.8
1457,10489521,9.8,9.8,9.8,9.8,9.8
1458,10489535,9.8,9.8,9.8,9.8,9.8
1459,10489542,9.8,9.8,9.8,9.8,9.8
1460,10489556,9.8,9.8,9.8,9.8,9.8
1461,10490242,13.7,13.7,13.7,13.7,13.7
1462,10490571,3.8,3.8,3.8,3.8,3.8
1463,10494092,7.59,7.59,7.59,7.59,7.59
1464,10495163,8.99,8.99,8.99,8.99,8.99
1465,10495520,8.99,8.99,8.99,8.99,8.99
1466,10495730,8.99,8.99,8.99,8.99,8.99
1467,10495744,8.99,8.99,8.99,8.99,8.99
1468,10496136,3.25,3.25,3.25,3.25,2.78
1469,10496374,5.29,5.29,5.29,5.29,5.29
1470,10497025,2.61,2.61,2.61,2.61,2.85
1471,10497704,6.49,6.49,6.49,6.49,6.49
1472,10498124,8.69,8.69,8.69,8.69,8.69
1473,10498173,11.1,11.1,11.1,11.1,11.1
1474,10499356,27.5,27.5,27.5,27.5,27.5
1475,10499524,5.9,5.9,5.9,5.9,5.9
1476,10499776,34,34,34,34,34
1477,10499790,34,34,34,34,34
1478,10499804,34,34,34,34,34
1479,10499811,34,34,34,34,34
1480,10499825,34,34,34,34,34
1481,10499874,27.9,27.9,27.9,27.9,27.9
1482,10500196,18.9,18.9,18.9,18.9,18.9
1483,10500203,17.5,17.5,17.5,17.5,16
1484,10500245,23.9,23.9,23.9,23.9,23.9
1485,10500560,15.9,15.9,15.9,15.9,14.7
1486,10500574,18.5,18.5,18.5,18.5,17.5
1487,10500630,27.5,27.5,27.5,27.5,27.5
1488,10500665,49.9,49.9,49.9,49.9,49.9
1489,10500840,24.9,24.9,24.9,24.9,24.9
1490,10501554,36.9,36.9,36.9,36.9,36.9
1491,10501575,28.4,28.4,28.4,28.4,29.9
1492,10501610,39.9,39.9,39.9,39.9,39.9
1493,10501624,35.9,35.9,35.9,35.9,41.9
1494,10501645,22.2,22.2,22.2,22.2,25.9
1495,10502653,8.9,8.9,8.9,8.9,8.9
1496,10502765,6.55,6.55,6.55,6.55,6.55
1497,10504942,9.5,9.5,9.5,9.5,9.5
1498,10504963,12.9,12.9,12.9,12.9,12.9
1499,10504970,13.3,13.3,13.3,13.3,13.3
1500,10504984,13.3,13.3,13.3,13.3,13.3
1501,10504991,17.2,17.2,17.2,17.2,17.2
1502,10505082,69,69,69,69,69
1503,10505124,51.89,51.89,51.89,51.89,51.89
1504,10505145,239,239,239,239,239
1505,10506601,23.2,23.2,23.2,23.2,23.2
1506,10506615,25.3,25.3,25.3,25.3,25.3
1507,10506622,44.9,44.9,44.9,44.9,44.9
1508,10506636,21.2,21.2,21.2,21.2,21.2
1509,10506643,21.4,21.4,21.4,21.4,21.4
1510,10506664,21.1,21.1,21.1,21.1,21.1
1511,10506671,19.5,19.5,19.5,19.5,19.5
1512,10506692,9.85,9.85,9.85,9.85,9.85
1513,10506706,10.7,10.7,10.7,10.7,10.7
1514,10506713,24.1,24.1,24.1,24.1,24.1
1515,10506720,26.6,26.6,26.6,26.6,26.6
1516,10506741,29.9,29.9,29.9,29.9,29.9
1517,10506811,16.6,16.6,16.6,16.6,16.6
1518,10506825,26.9,26.9,26.9,26.9,26.9
1519,10506846,29.9,29.9,29.9,29.9,29.9
1520,10506860,21.9,21.9,21.9,21.9,21.9
1521,10506874,21.2,21.2,21.2,21.2,21.9
1522,10506881,22.3,22.3,22.3,22.3,22.3
1523,10506895,22.2,22.2,22.2,22.2,22.2
1524,10506902,37.5,37.5,37.5,37.5,37.5
1525,10506916,15.9,15.9,15.9,15.9,15.9
1526,10506923,13.9,13.9,13.9,13.9,13.9
1527,10506930,14.9,14.9,14.9,14.9,14.9
1528,10506944,15.4,15.4,15.4,15.4,15.9
1529,10506951,24.1,24.1,24.1,24.1,24.1
1530,10506965,39.4,39.4,39.4,39.4,41.9
1531,10506972,31.9,31.9,31.9,31.9,31.9
1532,10506986,46.2,46.2,46.2,46.2,46.2
1533,10506993,109,109,109,109,109
1534,10507014,15.9,15.9,15.9,15.9,15.9
1535,10507021,14.9,14.9,14.9,14.9,14.9
1536,10507035,29.9,29.9,29.9,29.9,29.9
1537,10508092,0.98,0.98,0.98,0.98,0.98
1538,10508106,0.98,0.98,0.98,0.98,0.98
1539,10508183,1.58,1.58,1.58,1.58,1.58
1540,10508204,1.58,1.58,1.58,1.58,1.58
1541,10508211,1.58,1.58,1.58,1.58,1.58
1542,10508372,2.73,2.73,2.73,2.73,2.73
1543,10508694,19.9,19.9,19.9,19.9,19.9
1544,10508701,15.2,15.2,15.2,15.2,14.9
1545,10517500,11.9,11.9,11.9,11.9,11.9
1546,10519712,61.9,61.9,61.9,61.9,61.9
1547,10519726,11.89,11.89,11.89,11.89,11.89
1548,10523240,0.38,0.38,0.38,0.38,0.38
1549,10523254,0.8,0.8,0.8,0.8,0.8
1550,10523261,1.48,1.48,1.48,1.48,1.48
1551,10523282,3.49,3.49,3.49,3.49,3.49
1552,10523310,2.62,2.62,2.62,2.62,2.62
1553,10523345,0.45,0.45,0.45,0.45,0.45
1554,10523352,0.87,0.87,0.87,0.87,0.87
1555,10523415,0.3,0.3,0.3,0.3,0.3
1556,10523422,0.44,0.44,0.44,0.44,0.44
1557,10523436,1,1,1,1,1
1558,10523471,0.73,0.73,0.73,0.73,0.73
1559,10523513,4.29,4.29,4.29,4.29,4.29
1560,10523520,3.48,3.48,3.48,3.48,3.48
1561,10523632,0.38,0.38,0.38,0.38,0.38
1562,10523646,0.6,0.6,0.6,0.6,0.6
1563,10523653,0.69,0.69,0.69,0.69,0.69
1564,10523716,21.99,21.99,21.99,21.99,21.99
1565,10523723,0.69,0.69,0.69,0.69,0.69
1566,10523730,0.91,0.91,0.91,0.91,0.91
1567,10523786,3.73,3.73,3.73,3.73,3.73
1568,10523821,0.99,0.99,0.99,0.99,0.99
1569,10523933,16,16,16,16,16
1570,10523940,10.66,10.66,10.66,10.66,10.66
1571,10523961,14.12,14.12,14.12,14.12,14.12
1572,10523975,26.9,26.9,26.9,26.9,26.9
1573,10523982,55.5,55.5,55.5,55.5,55.5
1574,10524031,16.5,16.5,16.5,16.5,16.5
1575,10524073,0.49,0.49,0.49,0.49,0.49
1576,10524080,0.62,0.62,0.62,0.62,0.62
1577,10524101,0.22,0.22,0.22,0.22,0.22
1578,10524115,0.24,0.24,0.24,0.24,0.24
1579,10524122,0.45,0.45,0.45,0.45,0.45
1580,10524136,4.04,4.04,4.04,4.04,4.04
1581,10528084,1.37,1.37,1.37,1.37,1.37
1582,10528105,2.49,2.49,2.49,2.49,2.49
1583,10528231,2.92,2.92,2.92,2.92,2.92
1584,10528252,1.59,1.59,1.59,1.59,1.59
1585,10528273,2.09,2.09,2.09,2.09,2.09
1586,10529274,64.9,64.9,64.9,64.9,64.9
1587,10530912,7.5,7.5,7.5,7.5,7.5
1588,10530926,15.73,15.73,15.73,15.73,15.73
1589,10530933,30,30,30,30,30
1590,10530940,46,46,46,46,46
1591,10530954,14.9,14.9,14.9,14.9,14.9
1592,10530961,29.45,29.45,29.45,29.45,29.45
1593,10530975,58,58,58,58,58
1594,10530982,87,87,87,87,87
1595,10530996,137,137,137,137,137
1596,10531010,277,277,277,277,274
1597,10531066,44.5,44.5,44.5,44.5,44.5
1598,10531353,34.5,34.5,34.5,34.5,34.5
1599,10531374,82,82,82,82,82
1600,10531381,86,86,86,86,86
1601,10531402,164,164,164,164,162
1602,10531444,55,55,55,55,55
1603,10531465,190,190,190,190,190
1604,10531514,288,288,288,288,288
1605,10531521,21.9,21.9,21.9,21.9,21.9
1606,10531535,21.9,21.9,21.9,21.9,21.9
1607,10531563,21.9,21.9,21.9,21.9,21.9
1608,10531570,21.9,21.9,21.9,21.9,21.9
1609,10531584,46.34,46.34,46.34,46.34,46.34
1610,10531612,45.9,45.9,45.9,45.9,45.9
1611,10531675,65.5,65.5,65.5,65.5,65.5
1612,10531703,22.93,22.93,22.93,22.93,22.93
1613,10531710,23.97,23.97,23.97,23.97,23.97
1614,10535056,1.39,1.39,1.39,1.39,1.39
1615,10536421,1.38,1.38,1.38,1.38,1.36
1616,10536435,1.49,1.49,1.49,1.49,1.46
1617,10536442,2.17,2.17,2.17,2.17,2.13
1618,10536743,58.6,58.6,58.6,58.6,58.6
1619,10536792,43.5,43.5,43.5,43.5,43.5
1620,10538745,2.85,2.85,2.85,2.85,2.59
1621,10538752,3.25,3.25,3.25,3.25,2.89
1622,10538766,3.25,3.25,3.25,3.25,2.89
1623,10538773,3.45,3.45,3.45,3.45,3.09
1624,10538780,3.25,3.25,3.25,3.25,3.09
1625,10538794,3.95,3.95,3.95,3.95,3.89
1626,10539081,9.85,9.85,9.85,9.85,9.85
1627,10539095,9.85,9.85,9.85,9.85,9.85
1628,10539102,9.85,9.85,9.85,9.85,9.85
1629,10539116,9.85,9.85,9.85,9.85,9.85
1630,10539123,9.85,9.85,9.85,9.85,9.85
1631,10539214,58,58,58,58,58
1632,10539221,58,58,58,58,58
1633,10539235,58,58,58,58,58
1634,10539592,3.85,3.85,3.85,3.85,3.85
1635,10542294,7.49,7.49,7.49,7.49,7.49
1636,10542301,12.1,12.1,12.1,12.1,13.9
1637,10543505,79,79,79,79,79
1638,10544786,14.5,14.5,14.5,14.5,14.5
1639,10544814,7.79,7.79,7.79,7.79,7.79
1640,10545010,57.9,57.9,57.9,57.9,57.9
1641,10545094,59,59,59,59,59
1642,10545493,142.9,142.9,142.9,142.9,159
1643,10545500,21.1,21.1,21.1,21.1,21.1
1644,10545521,70,70,70,70,70
1645,10545535,114.9,114.9,114.9,114.9,119
1646,10552031,18.25,18.25,18.25,18.25,18.25
1647,10552073,23.18,23.18,23.18,23.18,23.18
1648,10552115,8.97,8.97,8.97,8.97,8.97
1649,10552136,6.79,6.79,6.79,6.79,6.79
1650,10552150,7.79,7.79,7.79,7.79,7.79
1651,10552171,8.59,8.59,8.59,8.59,8.59
1652,10552465,13.81,13.81,13.81,13.81,13.81
1653,10552983,22.9,22.9,22.9,22.9,22.9
1654,10553011,22.9,22.9,22.9,22.9,22.9
1655,10553025,34.9,34.9,34.9,34.9,34.9
1656,10553053,57.9,57.9,57.9,57.9,57.9
1657,10553060,34.4,34.4,34.4,34.4,34.4
1658,10553095,14.9,14.9,14.9,14.9,14.9
1659,10553186,20.9,20.9,20.9,20.9,20.9
1660,10553214,20.9,20.9,20.9,20.9,20.9
1661,10553263,34.4,34.4,34.4,34.4,34.4
1662,10553382,9.49,9.49,9.49,9.49,9.49
1663,10553424,14.9,14.9,14.9,14.9,14.9
1664,10553452,14.9,14.9,14.9,14.9,14.9
1665,10553522,8.99,8.99,8.99,8.99,8.99
1666,10554831,3.99,3.99,3.99,3.99,3.99
1667,10554852,4.45,4.45,4.45,4.45,4.45
1668,10561614,88,88,88,88,88
1669,10561621,76,76,76,76,76
1670,10561635,72.07,72.07,72.07,72.07,72.07
1671,10561684,42.89,42.89,42.89,42.89,42.89
1672,10561705,31.9,31.9,31.9,31.9,31.9
1673,10561992,123,123,123,123,123
1674,10567312,35.15,35.15,35.15,35.15,35.15
1675,10569314,4.9,4.9,4.9,4.9,4.9
1676,10570392,28,28,28,28,28
1677,10571624,20.5,20.5,20.5,20.5,20.5
1678,10571645,22.89,22.89,22.89,22.89,22.89
1679,10571694,24,24,24,24,24
1680,10571722,13.69,13.69,13.69,13.69,13.69
1681,10571736,6.49,6.49,6.49,6.49,6.49
1682,10571743,7.69,7.69,7.69,7.69,7.69
1683,10571750,6.74,6.74,6.74,6.74,6.74
1684,10571764,3.56,3.56,3.56,3.56,3.56
1685,10571771,9.64,9.64,9.64,9.64,9.64
1686,10571806,5.83,5.83,5.83,5.83,5.83
1687,10571813,5.83,5.83,5.83,5.83,5.83
1688,10571834,6.07,6.07,6.07,6.07,6.07
1689,10571841,6.07,6.07,6.07,6.07,6.07
1690,10573101,404,404,404,404,404
1691,10573206,50.4,50.4,50.4,50.4,50.4
1692,10573213,56.49,56.49,56.49,56.49,56.49
1693,10573234,61.8,61.8,61.8,61.8,61.8
1694,10573262,39.9,39.9,39.9,39.9,39.9
1695,10573346,33.21,33.21,33.21,33.21,33.21
1696,10575495,18.5,18.5,18.5,18.5,18.5
1697,10575873,11.8,11.8,11.8,11.8,11.8
1698,10576671,72.9,72.9,72.9,72.9,72.9
1699,10576881,54.9,54.9,54.9,54.9,54.9
1700,10576902,19.9,19.9,19.9,19.9,19.9
1701,10576916,96,96,96,96,96
1702,10576930,5.19,5.19,5.19,5.19,5.19
1703,10576972,31,31,31,31,31
1704,10577000,51,51,51,51,51
1705,10577021,34,34,34,34,34
1706,10577371,22.5,22.5,22.5,22.5,22.5
1707,10578330,12.5,12.5,12.5,12.5,10.72
1708,10581151,12.34,12.34,12.34,12.34,12.34
1709,10586975,12.3,12.3,12.3,12.3,12.3
1710,10586982,5.4,5.4,5.4,5.4,5.4
1711,10586996,5.5,5.5,5.5,5.5,5.5
1712,10587003,5.9,5.9,5.9,5.9,5.9
1713,10587010,4.15,4.15,4.15,4.15,4.15
1714,10587024,9.3,9.3,9.3,9.3,9.3
1715,10587031,5.4,5.4,5.4,5.4,5.4
1716,10587045,9.9,9.9,9.9,9.9,9.9
1717,10587052,11.9,11.9,11.9,11.9,11.9
1718,10587066,14.9,14.9,14.9,14.9,14.9
1719,10587073,18.9,18.9,18.9,18.9,18.9
1720,10587290,4.89,4.89,4.89,4.89,4.89
1721,10587304,7.98,7.98,7.98,7.98,7.98
1722,10589502,6.6,6.6,6.6,6.6,6.6
1723,10590503,1.25,1.25,1.25,1.25,1.25
1724,10590930,16.9,16.9,16.9,16.9,16.9
1725,10591070,67.8,67.8,67.8,67.8,67.8
1726,10592036,13.7,13.7,13.7,13.7,13.7
1727,10592050,19.5,19.5,19.5,19.5,19.5
1728,10592071,29.8,29.8,29.8,29.8,29.8
1729,10592113,28.9,28.9,28.9,28.9,28.9
1730,10594542,9.45,9.45,9.45,9.45,9.45
1731,10594556,9.99,9.99,9.99,9.99,9.99
1732,10594563,12.5,12.5,12.5,12.5,12.5
1733,10594570,17.2,17.2,17.2,17.2,17.2
1734,10594584,18.3,18.3,18.3,18.3,18.3
1735,10594591,19.4,19.4,19.4,19.4,19.4
1736,10594612,14.9,14.9,14.9,14.9,14.9
1737,10594626,15.7,15.7,15.7,15.7,15.7
1738,10594633,15.7,15.7,15.7,15.7,15.7
1739,10594640,15.7,15.7,15.7,15.7,15.7
1740,10594654,16.9,16.9,16.9,16.9,16.9
1741,10595690,4.79,4.79,4.79,4.79,4.79
1742,10595886,3.15,3.15,3.15,3.15,3.15
1743,10595900,25.73,25.73,25.73,25.73,25.73
1744,10595914,4.05,4.05,4.05,4.05,4.05
1745,10597160,68.95,68.95,68.95,68.95,55
1746,10597195,2.95,2.95,2.95,2.95,2.77
1747,10597202,2.95,2.95,2.95,2.95,2.77
1748,10597216,3.1,3.1,3.1,3.1,2.99
1749,10597223,3.28,3.28,3.28,3.28,3.18
1750,10597230,4.14,4.14,4.14,4.14,4.18
1751,10607121,3.59,3.59,3.59,3.59,3.59
1752,10607156,5.99,5.99,5.99,5.99,5.99
1753,10607184,9.79,9.79,9.79,9.79,9.79
1754,10607282,1.05,1.05,1.05,1.05,1.05
1755,10609914,0.79,0.79,0.79,0.79,0.79
1756,10610642,0.62,0.62,0.62,0.62,0.62
1757,10610845,0.75,0.75,0.75,0.75,0.75
1758,10614023,464,464,464,464,464
1759,10614044,849,849,849,849,849
1760,10619301,8.99,8.99,8.99,8.99,8.99
1761,10620701,4.49,4.49,4.49,4.49,4.49
1762,10622892,34,34,34,34,34
1763,10626574,27,27,27,27,27
1764,10626735,1.6,1.6,1.6,1.6,1.6
1765,10630144,65.9,65.9,65.9,65.9,65.9
1766,10630592,13.6,13.6,13.6,13.6,13.6
1767,10630676,34.5,34.5,34.5,34.5,34.5
1768,10630872,35.5,35.5,35.5,35.5,35.5
1769,10630984,4.82,4.82,4.82,4.82,4.82
1770,10632426,33.49,33.49,33.49,33.49,33.49
1771,10632433,33.49,33.49,33.49,33.49,33.49
1772,10632440,33.49,33.49,33.49,33.49,33.49
1773,10632454,33.49,33.49,33.49,33.49,33.49
1774,10632461,33.49,33.49,33.49,33.49,33.49
